ISO_639,Language_Name,Uninverted_Name,Country_Code,Country_Name,Region_Code,Region_Name,Area,L1_Users,Digits,All_Users,Countries,Family,Classification,Latitude,Longitude,EGIDS,Is_Written,Institutional,Developing,Vigorous,In_Trouble,Dying,Extinct
tuv,Turkana,Turkana,KE,Kenya,EAF,Eastern Africa,Africa,989000,6,989000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Eastern, Lotuxo-Teso, Teso-Turkana, Turkana",3.1253,35.4458,5,T,0,1,0,0,0,0
tux,Tuxináwa,Tuxináwa,BR,Brazil,SAM,South America,Americas,0,0,0,1,Panoan,"Panoan, Mainline",-5.6159,-68.7304,x10,F,0,0,0,0,0,1
tuy,Tugen,Tugen,KE,Kenya,EAF,Eastern Africa,Africa,140000,6,140000,1,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Eastern Sudanic, Southern (n languages), Nilotic, Southern, Kalenjin, Nandi-Markweta, Nandi",-0.0533,35.9948,6a,F,0,0,1,0,0,0
tuz,Turka,Turka,BF,Burkina Faso,WAF,Western Africa,Africa,37000,5,37000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, North, Gur, Central, Southern, Kirma-Tyurama",10.7132,-4.9352,5,T,0,1,0,0,0,0
tva,Vaghua,Vaghua,SB,Solomon Islands,MEL,Melanesia,Pacific,1960,4,1960,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, Choiseul",-6.6851,156.5176,6a,F,0,0,1,0,0,0
tvd,Tsuvadi,Tsuvadi,NG,Nigeria,WAF,Western Africa,Africa,130000,6,130000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kambari",10.7306,5.3173,6a,T,0,0,1,0,0,0
tve,Te’un,Te’un,ID,Indonesia,SEA,South-Eastern Asia,Asia,0,0,0,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Southwest Maluku, Teun-Nila-Serua, Teun",-6.9809,129.1394,x10,F,0,0,0,0,0,1
tvk,"Ambrym, Southeast",Southeast Ambrym,VU,Vanuatu,MEL,Melanesia,Pacific,3700,4,3700,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, North and Central Vanuatu, Northeast Vanuatu-Banks Islands, East Vanuatu",-16.3072,168.2006,5,T,0,1,0,0,0,0
tvl,Tuvaluan,Tuvaluan,TV,Tuvalu,POL,Polynesia,Pacific,12510,5,12510,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Central-Eastern Oceanic, Remote Oceanic, Central Pacific, East Fijian-Polynesian, Polynesian, Nuclear, Samoic-Outlier, Ellicean",-7.4601,178.668,3,T,1,0,0,0,0,0
tvm,Tela-Masbuar,Tela-Masbuar,ID,Indonesia,SEA,South-Eastern Asia,Asia,1050,4,1050,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Babar, South, Southwest Babar",-8.0103,129.6868,6b,F,0,0,0,1,0,0
tvn,Tavoyan,Tavoyan,MM,Myanmar,SEA,South-Eastern Asia,Asia,400000,6,400000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Burmish, Southern",14.0596,98.3268,6a,F,0,0,1,0,0,0
tvo,Tidore,Tidore,ID,Indonesia,SEA,South-Eastern Asia,Asia,26000,5,46000,1,West Papuan,"West Papuan, North Halmahera, Ternate-Tidore",0.0109,127.7481,6a,T,0,0,1,0,0,0
tvs,Taveta,Taveta,KE,Kenya,EAF,Eastern Africa,Africa,21000,5,21000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, E, Nyika-Taita (E.74)",-3.3841,37.7372,5,T,0,1,0,0,0,0
tvt,"Naga, Tutsa",Tutsa Naga,IN,India,SAS,Southern Asia,Asia,25000,5,25000,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Bodo-Garo-Northern Naga, Northern Naga",27.1111,95.7704,6a,F,0,0,1,0,0,0
tvu,Tunen,Tunen,CM,Cameroon,MAF,Middle Africa,Africa,40000,5,40000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Basaa (A.44)",4.6853,10.6809,5,T,0,1,0,0,0,0
tvw,Sedoa,Sedoa,ID,Indonesia,SEA,South-Eastern Asia,Asia,900,3,900,1,Austronesian,"Austronesian, Malayo-Polynesian, Celebic, Kaili-Pamona, Northern, Kaili",-1.3725,120.3784,5,T,0,1,0,0,0,0
tvy,"Pidgin, Timor",Timor Pidgin,TL,East Timor,SEA,South-Eastern Asia,Asia,0,0,0,1,Creole,"Creole, Portuguese based",-8.5484,125.5847,x10,F,0,0,0,0,0,1
twa,Twana,Twana,US,United States,NAM,Northern America,Americas,0,0,,1,Salish,"Salish, Central Salish",47.3344,-123.1607,9,F,0,0,0,0,1,0
twb,"Tawbuid, Western",Western Tawbuid,PH,Philippines,SEA,South-Eastern Asia,Asia,6810,4,6810,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, South Mangyan, Buhid-Taubuid",12.8149,121.01,5,T,0,1,0,0,0,0
twd,Twents,Twents,NL,Netherlands,WEU,Western Europe,Europe,,,,1,Indo-European,"Indo-European, Germanic, West, Low Saxon-Low Franconian, Low Saxon",52.3232,6.7443,5,T,0,1,0,0,0,0
twe,Teiwa,Teiwa,ID,Indonesia,SEA,South-Eastern Asia,Asia,4000,4,4000,1,Trans-New Guinea,"Trans-New Guinea, West, Timor-Alor-Pantar, Alor-Pantar, Pantar",-8.3498,124.1792,6a,F,0,0,1,0,0,0
twf,"Tiwa, Northern",Northern Tiwa,US,United States,NAM,Northern America,Americas,1070,4,1070,1,Kiowa-Tanoan,"Kiowa-Tanoan, Tanoan",36.4251,-105.6105,7,T,0,0,0,1,0,0
twg,Tereweng,Tereweng,ID,Indonesia,SEA,South-Eastern Asia,Asia,800,3,800,1,Trans-New Guinea,"Trans-New Guinea, West, Timor-Alor-Pantar, Alor-Pantar, Pantar",-8.4802,124.2706,6a,F,0,0,1,0,0,0
twh,Tai Dón,Tai Dón,VN,Viet Nam,SEA,South-Eastern Asia,Asia,495000,6,495000,3,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Southwestern",22.0637,103.1623,6a,T,0,0,1,0,0,0
twl,Tawara,Tawara,MZ,Mozambique,EAF,Eastern Africa,Africa,60000,5,60000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Shona (S.11)",-16.043,31.7676,6a,T,0,0,1,0,0,0
twm,"Monpa, Tawang",Tawang Monpa,IN,India,SAS,Southern Asia,Asia,9900,4,9900,2,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Western Tibeto-Burman, Bodish, East Bodish",27.5998,91.8668,6a,T,0,0,1,0,0,0
twn,Twendi,Twendi,CM,Cameroon,MAF,Middle Africa,Africa,30,2,30,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Northern, Mambiloid, Mambila-Konja, Konja",6.3694,11.7127,8a,F,0,0,0,0,1,0
two,Tswapong,Tswapong,BW,Botswana,SAF,Southern Africa,Africa,5380,4,5380,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Sotho-Tswana (S.32)",-22.9691,27.3076,6a,F,0,0,1,0,0,0
twp,Ere,Ere,PG,Papua New Guinea,MEL,Melanesia,Pacific,1400,4,1400,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Eastern, Manus, East",-2.1544,147.0809,6a,F,0,0,1,0,0,0
twq,Tasawaq,Tasawaq,NE,Niger,WAF,Western Africa,Africa,8000,4,8000,1,Nilo-Saharan,"Nilo-Saharan, Songhai, Northern",16.7833,6.9217,6a,T,0,0,1,0,0,0
twr,"Tarahumara, Southwestern",Southwestern Tarahumara,MX,Mexico,CAM,Central America,Americas,100,3,100,1,Uto-Aztecan,"Uto-Aztecan, Southern Uto-Aztecan, Taracahitic, Tarahumaran, Tarahumara",27.0247,-107.5765,8a,F,0,0,0,0,1,0
twt,Turiwára,Turiwára,BR,Brazil,SAM,South America,Americas,0,0,,1,Tupian,"Tupian, Tupí-Guaraní, Wayampí, Amanayé",-2.4794,-47.9361,9,F,0,0,0,0,1,0
twu,Termanu,Termanu,ID,Indonesia,SEA,South-Eastern Asia,Asia,30000,5,30000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor, Rote",-10.7135,123.1758,6a,T,0,0,1,0,0,0
tww,Tuwari,Tuwari,PG,Papua New Guinea,MEL,Melanesia,Pacific,360,3,360,1,Sepik,"Sepik, Leonhard Schultze",-4.7995,142.0933,6a,F,0,0,1,0,0,0
twx,Tewe,Tewe,MZ,Mozambique,EAF,Eastern Africa,Africa,250000,6,250000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, S, Shona (S.13)",-18.4646,33.7626,6a,T,0,0,1,0,0,0
twy,Tawoyan,Tawoyan,ID,Indonesia,SEA,South-Eastern Asia,Asia,20000,5,20000,1,Austronesian,"Austronesian, Malayo-Polynesian, Greater Barito, East, North",-1.1573,115.3685,5,T,0,1,0,0,0,0
txa,Tombonuo,Tombonuo,MY,Malaysia,SEA,South-Eastern Asia,Asia,,,,1,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Paitanic",6.3413,117.3054,6b,T,0,0,0,1,0,0
txe,Totoli,Totoli,ID,Indonesia,SEA,South-Eastern Asia,Asia,25000,5,25000,1,Austronesian,"Austronesian, Malayo-Polynesian, Celebic, Tomini-Tolitoli, Tolitoli",1.1499,120.9243,7,F,0,0,0,1,0,0
txi,Ikpeng,Ikpeng,BR,Brazil,SAM,South America,Americas,310,3,310,1,Cariban,"Cariban, South Amazonian, Arara",-11.3595,-53.4908,6a,F,0,0,1,0,0,0
txj,Tarjumo,Tarjumo,NG,Nigeria,WAF,Western Africa,Africa,0,0,,1,Nilo-Saharan,"Nilo-Saharan, Saharan, Western, Kanuri",,,9,F,0,0,0,0,1,0
txm,Tomini,Tomini,ID,Indonesia,SEA,South-Eastern Asia,Asia,30000,5,30000,1,Austronesian,"Austronesian, Malayo-Polynesian, Celebic, Tomini-Tolitoli, Tomini, Northern",0.5645,120.8882,6b,F,0,0,0,1,0,0
txn,"Tarangan, West",West Tarangan,ID,Indonesia,SEA,South-Eastern Asia,Asia,7910,4,7910,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Aru",-6.6209,134.1507,5,T,0,1,0,0,0,0
txo,Toto,Toto,IN,India,SAS,Southern Asia,Asia,1400,4,1400,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Sal, Dhimalish",26.8238,89.3169,6a,T,0,0,1,0,0,0
txq,Tii,Tii,ID,Indonesia,SEA,South-Eastern Asia,Asia,20000,5,20000,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Nuclear Timor, Rote",-10.8345,123.0019,6a,T,0,0,1,0,0,0
txs,Tonsea,Tonsea,ID,Indonesia,SEA,South-Eastern Asia,Asia,90000,5,90000,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Minahasan, North, Northeast",1.5043,125.0385,6b,T,0,0,0,1,0,0
txt,Citak,Citak,ID,Indonesia,SEA,South-Eastern Asia,Asia,8000,4,8000,1,Trans-New Guinea,"Trans-New Guinea, Asmat-Kamoro, Asmat",-5.5746,139.4761,5,T,0,1,0,0,0,0
txu,Kayapó,Kayapó,BR,Brazil,SAM,South America,Americas,7100,4,7100,1,Jean,"Jean, Northern",-7.8457,-51.6766,6b,T,0,0,0,1,0,0
txx,Tatana,Tatana,MY,Malaysia,SEA,South-Eastern Asia,Asia,10000,5,10000,1,Austronesian,"Austronesian, Malayo-Polynesian, North Borneo, Sabahan, Dusunic, Bisaya",5.4734,115.5202,6b,T,0,0,0,1,0,0
txy,"Malagasy, Tanosy",Tanosy Malagasy,MG,Madagascar,EAF,Eastern Africa,Africa,639000,6,639000,1,Austronesian,"Austronesian, Malayo-Polynesian, Greater Barito, East, Malagasy",-23.29,44.3798,6a,T,0,0,1,0,0,0
tya,Tauya,Tauya,PG,Papua New Guinea,MEL,Melanesia,Pacific,350,3,350,1,Trans-New Guinea,"Trans-New Guinea, Madang, Rai Coast, Biyom-Tauya",-5.7426,145.3657,6a,F,0,0,1,0,0,0
tye,Kyanga,Kyanga,NG,Nigeria,WAF,Western Africa,Africa,15000,5,15000,2,Niger-Congo,"Niger-Congo, Mande, Eastern, Eastern, Kyanga",11.6076,3.6094,6a,T,0,0,1,0,0,0
tyh,O’du,O’du,VN,Viet Nam,SEA,South-Eastern Asia,Asia,950,3,950,2,Austro-Asiatic,"Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu’, Khmu’",19.4289,104.4344,7,F,0,0,0,1,0,0
tyi,Teke-Tsaayi,Teke-Tsaayi,CG,Congo,MAF,Middle Africa,Africa,95900,5,95900,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Teke (B.73)",-2.9984,13.888,6b,T,0,0,0,1,0,0
tyj,Tai Yo,Tai Yo,VN,Viet Nam,SEA,South-Eastern Asia,Asia,7500,4,7500,2,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai",19.1844,105.0191,6a,T,0,0,1,0,0,0
tyl,Thu Lao,Thu Lao,VN,Viet Nam,SEA,South-Eastern Asia,Asia,200,3,200,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Southwestern",22.7527,104.2504,6b,F,0,0,0,1,0,0
tyn,Kombai,Kombai,ID,Indonesia,SEA,South-Eastern Asia,Asia,4000,4,4000,1,Trans-New Guinea,"Trans-New Guinea, Ok-Awyu, Awyu-Dumut, Dumut",-5.5945,139.8858,6b,F,0,0,0,1,0,0
typ,Thaypan,Thaypan,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Pama-Nyungan, Paman, Rarmul Pama",-14.8748,143.0674,x10,F,0,0,0,0,0,1
tyr,Tai Daeng,Tai Daeng,VN,Viet Nam,SEA,South-Eastern Asia,Asia,105000,6,105000,2,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Southwestern",20.8595,104.7241,6a,T,0,0,1,0,0,0
tys,Tày Sa Pa,Tày Sa Pa,VN,Viet Nam,SEA,South-Eastern Asia,Asia,300,3,300,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Southwestern",22.2953,103.8043,6a,F,0,0,1,0,0,0
tyt,Tày Tac,Tày Tac,VN,Viet Nam,SEA,South-Eastern Asia,Asia,,,,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Southwestern",21.3837,104.0074,6a,T,0,0,1,0,0,0
tyu,Kua,Kua,BW,Botswana,SAF,Southern Africa,Africa,820,3,820,1,Khoe-Kwadi,"Khoe-Kwadi, Khoe, Kalahari Khoe, Northeast",-21.8594,26.0626,6a,F,0,0,1,0,0,0
tyv,Tuva,Tuva,RU,Russian Federation,EEU,Eastern Europe,Europe,283400,6,283400,3,Turkic,"Turkic, Northern",50.8899,92.4716,4,T,1,0,0,0,0,0
tyx,Teke-Tyee,Teke-Tyee,CG,Congo,MAF,Middle Africa,Africa,14400,5,14400,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, B, Teke (B.73)",-3.497,13.9736,6a,T,0,0,1,0,0,0
tyz,Tày,Tày,VN,Viet Nam,SEA,South-Eastern Asia,Asia,1630000,7,1630000,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai, Central",22.0525,105.8393,5,T,0,1,0,0,0,0
tza,Tanzanian Sign Language,Tanzanian Sign Language,TZ,Tanzania,EAF,Eastern Africa,Africa,278000,6,278000,1,Sign language,Sign language,-6.8243,39.127,5,T,0,1,0,0,0,0
tzh,Tzeltal,Tzeltal,MX,Mexico,CAM,Central America,Americas,372000,6,372000,1,Mayan,"Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Tzeltalan, Tzeltal",16.6205,-91.7253,5,T,0,1,0,0,0,0
tzj,Tz’utujil,Tz’utujil,GT,Guatemala,CAM,Central America,Americas,83800,5,83800,1,Mayan,"Mayan, Yucatecan-Core Mayan, K’ichean-Mamean, K’ichean, Poqom-K’ichean, Core K’ichean, Kaqchikel-Tz’utujil",14.6266,-91.2255,4,T,1,0,0,0,0,0
tzm,"Tamazight, Central Atlas",Central Atlas Tamazight,MA,Morocco,NAF,Northern Africa,Africa,2490000,7,2490000,1,Afro-Asiatic,"Afro-Asiatic, Berber, Northern, Atlas",32.1224,-5.0312,5,T,0,1,0,0,0,0
tzn,Tugun,Tugun,ID,Indonesia,SEA,South-Eastern Asia,Asia,1200,4,1200,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Timor-Babar, Southwest Maluku, Wetar",-7.7049,126.7713,6a,T,0,0,1,0,0,0
tzo,Tzotzil,Tzotzil,MX,Mexico,CAM,Central America,Americas,235000,6,235000,1,Mayan,"Mayan, Yucatecan-Core Mayan, Core Mayan, Cholan-Tzeltalan, Tzeltalan, Tzotzil",16.8029,-92.6883,6b,T,0,0,0,1,0,0
tzx,Tabriak,Tabriak,PG,Papua New Guinea,MEL,Melanesia,Pacific,2080,4,2080,1,Ramu-Lower Sepik,"Ramu-Lower Sepik, Lower Sepik, Karawari",-4.4914,143.6096,6a,F,0,0,1,0,0,0
uam,Uamué,Uamué,BR,Brazil,SAM,South America,Americas,0,0,,1,Language isolate,Language isolate,-8.6136,-38.562,9,F,0,0,0,0,1,0
uan,Kuan,Kuan,LA,Laos,SEA,South-Eastern Asia,Asia,2500,4,2500,1,Tai-Kadai,"Tai-Kadai, Kam-Tai, Tai",18.0769,105.3104,6a,F,0,0,1,0,0,0
uar,Tairuma,Tairuma,PG,Papua New Guinea,MEL,Melanesia,Pacific,4500,4,4500,1,Trans-New Guinea,"Trans-New Guinea, Eleman, Nuclear Eleman, Eastern",-7.9326,145.8083,5,T,0,1,0,0,0,0
uba,Ubang,Ubang,NG,Nigeria,WAF,Western Africa,Africa,11100,5,11100,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",6.4539,9.1448,6a,F,0,0,1,0,0,0
ubi,Ubi,Ubi,TD,Chad,MAF,Middle Africa,Africa,1100,4,1100,1,Afro-Asiatic,"Afro-Asiatic, Chadic, East, B, B.1, 1",11.7927,18.5537,7,T,0,0,0,1,0,0
ubl,"Bikol, Buhi’non",Buhi’non Bikol,PH,Philippines,SEA,South-Eastern Asia,Asia,73600,5,73600,1,Austronesian,"Austronesian, Malayo-Polynesian, Philippine, Greater Central Philippine, Central Philippine, Bikol, Inland",13.4427,123.4995,6a,T,0,0,1,0,0,0
ubr,Ubir,Ubir,PG,Papua New Guinea,MEL,Melanesia,Pacific,2560,4,2560,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Papuan Tip, Nuclear, North Papuan Mainland-D’Entrecasteaux, Are-Taupota, Are",-9.6052,149.4003,5,T,0,1,0,0,0,0
ubu,Umbu-Ungu,Umbu-Ungu,PG,Papua New Guinea,MEL,Melanesia,Pacific,34200,5,34200,1,Trans-New Guinea,"Trans-New Guinea, Chimbu-Wahgi, Hagen, Kaugel",-5.9763,143.9418,5,T,0,1,0,0,0,0
uby,Ubykh,Ubykh,TR,Turkey,WAS,Western Asia,Asia,0,0,0,1,North Caucasian,"North Caucasian, West Caucasian, Ubyx",40.0402,28.0096,x10,F,0,0,0,0,0,1
uda,Uda,Uda,NG,Nigeria,WAF,Western Africa,Africa,10000,5,10000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Enwang-Uda",4.7028,8.0612,6a,F,0,0,1,0,0,0
ude,Udihe,Udihe,RU,Russian Federation,EEU,Eastern Europe,Europe,100,3,100,1,Tungusic,"Tungusic, Southern, Southeast, Udihe",46.6181,135.6793,8b,T,0,0,0,0,1,0
udg,Muduga,Muduga,IN,India,SAS,Southern Asia,Asia,3370,4,3370,1,Dravidian,"Dravidian, Southern",11.062,76.5627,6a,F,0,0,1,0,0,0
udi,Udi,Udi,AZ,Azerbaijan,WAS,Western Asia,Asia,6590,4,6590,1,North Caucasian,"North Caucasian, East Caucasian, Lezgic, Udi",41.0735,47.4622,5,T,0,1,0,0,0,0
udj,Ujir,Ujir,ID,Indonesia,SEA,South-Eastern Asia,Asia,1030,4,1030,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Aru",-5.6829,134.2553,7,F,0,0,0,1,0,0
udl,Wuzlam,Wuzlam,CM,Cameroon,MAF,Middle Africa,Africa,10500,5,10500,1,Afro-Asiatic,"Afro-Asiatic, Chadic, Biu-Mandara, A, A.5",10.9444,14.1369,5,T,0,1,0,0,0,0
udm,Udmurt,Udmurt,RU,Russian Federation,EEU,Eastern Europe,Europe,339800,6,339800,1,Uralic,"Uralic, Permian",57.2918,52.5755,5,T,0,1,0,0,0,0
udu,Uduk,Uduk,SD,Sudan,NAF,Northern Africa,Africa,,,,2,Nilo-Saharan,"Nilo-Saharan, Satellite-Core, Core, Koman",10.1396,34.0395,5,T,0,1,0,0,0,0
ues,Kioko,Kioko,ID,Indonesia,SEA,South-Eastern Asia,Asia,1000,4,1000,1,Austronesian,"Austronesian, Malayo-Polynesian, Celebic, Eastern, Southeastern, Muna-Buton, Nuclear Muna-Buton, Munan, Munic, Western",-4.9875,122.9461,6b,F,0,0,0,1,0,0
ufi,Ufim,Ufim,PG,Papua New Guinea,MEL,Melanesia,Pacific,550,3,550,1,Trans-New Guinea,"Trans-New Guinea, Finisterre-Huon, Finisterre, Gusap-Mot",-6.057,146.2606,6a,F,0,0,1,0,0,0
ugb,Kuku-Ugbanh,Kuku-Ugbanh,AU,Australia,ANZ,Australia and New Zealand,Pacific,0,0,0,1,Australian,"Australian, Pama-Nyungan, Paman, Middle Pama",-13.5205,141.5836,x10,F,0,0,0,0,0,1
uge,Ughele,Ughele,SB,Solomon Islands,MEL,Melanesia,Pacific,1200,4,1200,1,Austronesian,"Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic, Meso Melanesian, New Ireland, South New Ireland-Northwest Solomonic, New Georgia, West",-8.4623,157.3469,6a,F,0,0,1,0,0,0
ugn,Ugandan Sign Language,Ugandan Sign Language,UG,Uganda,EAF,Eastern Africa,Africa,160000,6,160000,1,Sign language,Sign language,0.2475,32.4829,5,T,0,1,0,0,0,0
ugo,Ugong,Ugong,TH,Thailand,SEA,South-Eastern Asia,Asia,150,3,150,1,Sino-Tibetan,"Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Unclassified",14.969,99.2988,7,F,0,0,0,1,0,0
ugy,Uruguayan Sign Language,Uruguayan Sign Language,UY,Uruguay,SAM,South America,Americas,7000,4,7000,1,Sign language,Sign language,-34.5967,-56.4509,5,F,0,1,0,0,0,0
uha,Uhami,Uhami,NG,Nigeria,WAF,Western Africa,Africa,13600,5,13600,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Edoid, Northwestern, Osse",7.3802,5.6725,6a,F,0,0,1,0,0,0
uhn,Damal,Damal,ID,Indonesia,SEA,South-Eastern Asia,Asia,14000,5,14000,1,Trans-New Guinea,"Trans-New Guinea, Damal",-4.2999,137.4622,6b,T,0,0,0,1,0,0
uig,Uyghur,Uyghur,CN,China,EAS,Eastern Asia,Asia,10389840,8,10389840,4,Turkic,"Turkic, Eastern",40.0461,79.3441,2,T,1,0,0,0,0,0
uis,Uisai,Uisai,PG,Papua New Guinea,MEL,Melanesia,Pacific,2500,4,2500,1,South Bougainville,"South Bougainville, Buin",-6.6182,155.818,5,T,0,1,0,0,0,0
uiv,Iyive,Iyive,CM,Cameroon,MAF,Middle Africa,Africa,2000,4,2000,2,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Tivoid",6.3974,9.5452,6a,T,0,0,1,0,0,0
uji,Tanjijili,Tanjijili,NG,Nigeria,WAF,Western Africa,Africa,8540,4,8540,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Plateau, Southern",9.3998,6.8726,6a,F,0,0,1,0,0,0
uka,Kaburi,Kaburi,ID,Indonesia,SEA,South-Eastern Asia,Asia,600,3,600,1,Trans-New Guinea,"Trans-New Guinea, South Bird’s Head, South Bird’s Head Proper, Western",-1.9141,132.5031,6b,F,0,0,0,1,0,0
ukg,Ukuriguma,Ukuriguma,PG,Papua New Guinea,MEL,Melanesia,Pacific,170,3,170,1,Trans-New Guinea,"Trans-New Guinea, Madang, Croisilles, Pihom, Numugenan",-4.9474,145.5106,6b,F,0,0,0,1,0,0
ukh,Ukhwejo,Ukhwejo,CF,Central African Republic,MAF,Middle Africa,Africa,2000,4,2000,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Northwest, A, Makaa-Njem (A.802)",2.9079,16.2736,6a,F,0,0,1,0,0,0
ukl,Ukrainian Sign Language,Ukrainian Sign Language,UA,Ukraine,EEU,Eastern Europe,Europe,223000,6,223000,1,Sign language,Sign language,50.4111,30.553,5,F,0,1,0,0,0,0
ukp,Ukpe-Bayobiri,Ukpe-Bayobiri,NG,Nigeria,WAF,Western Africa,Africa,21500,5,21500,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Bendi",6.5406,9.0845,6a,F,0,0,1,0,0,0
ukq,Ukwa,Ukwa,NG,Nigeria,WAF,Western Africa,Africa,100,3,100,1,Niger-Congo,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Cross River, Delta Cross, Lower Cross, Obolo, Efik",5.502,7.9917,6b,F,0,0,0,1,0,0
ukr,Ukrainian,Ukrainian,UA,Ukraine,EEU,Eastern Europe,Europe,34605200,8,34605200,9,Indo-European,"Indo-European, Balto-Slavic, Slavic, East",49.0094,31.3927,1,T,1,0,0,0,0,0
uks,Kaapor Sign Language,Kaapor Sign Language,BR,Brazil,SAM,South America,Americas,7,1,507,1,Sign language,Sign language,-2.5466,-46.4157,6a,F,0,0,1,0,0,0
